Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
06 December 2022, 1.0516, 143.33, 1.9558, 24.316, 7.4380, 0.86170, 415.08, 4.6975, 4.9130, 10.8890, 0.9872, 148.90, 10.4408, 7.5563, 19.6010, 1.5625, 5.5113, 1.4326, 7.3494, 8.1813, 16441.49, 3.5831, 86.6485, 1386.39, 20.6884, 4.6223, 1.6583, 58.782, 1.4263, 36.827, 18.2068, 
